"","start","end","deviceid","consensus_note","region","district","settlement","settlement_other","idp_settlement","idp_settlement_name","resp_gender","resp_age","guardian_present","breadwinner","household_expenditure","household_expenditure/father","household_expenditure/mother","household_expenditure/adult_male","household_expenditure/adult_female","household_expenditure/male_14_17","household_expenditure/female_14_17","household_expenditure/male_13","household_expenditure/female_13","hh_ids","hh_children","males_0_6m","females_0_6m","males_6m_4y","females_6m_4y","males_5_12","females_5_12","males_13_15","females_13_15","males_16_17","females_16_17","males_18_40","females_18_40","males_41_59","females_41_59","males_60_over","females_60_over","total_hh","children_vaccine_age","children_0_4","school_age_male","school_age_female","school_age_total","total_children","total_hh_confirm","person_with_disabilities","no_difficulty","minor_difficulties","some_difficulties","a_lot","cannot_carry","plw","chronic","yes_no_host","hosting_idp","yes_no_idp","yes_no_returnee","region_idp","district_idp","settlement_idp","settlement_idp_other","returnee_country","returnee_country_other","returnee_area","returnee_area_other","returnee_settlement","returnee_settlement_other","registered_return","refugee","country_origin","left_aoo","arrived_current","difference_arrived_today_days","difference_arrived_left_days","locations_lived","disp_why1","disp_why2","dest_loc_why1","dest_loc_why2","returnee_remain_here","when_continue","region_intended","district_intended","settlement_intended","settlement_intended_other","separated_members","separated_boys","separated_girls","separated_male_assets","separated_female_assets","separated_male_other","separated_female_other","separated_reasons","separated_reasons_other","primary_degree","secondary_degree","vocational_degree","tertiary_degree","enrolled_boys_5_12","enrolled_girls_5_12","enrolled_boys_13_17","enrolled_girls_13_17","boys_enrolled","girls_enrolled","enrolled_total","not_enrolled_total","attend_boys_5_12","attend_girls_5_12","attend_boys_13_17","attend_girls_13_17","boys_attend","girls_attend","attend_total","not_attend_total","attend_previous","time_school","access_school","school_barrier_first","school_barrier_second","school_barrier_third","school_barrier_other","cash_education","cash_education_other","uuid"
"123","2019-06-04T11:32:10+0300","2019-06-04T12:39:17+0300","deviceID00000006","yes","bakool","ceel_barde","h","NzCsTLUwIQRZncxzMtcYssBJQQWl SWSBwFEfFMAOBBRpZQTHsixgYTNSH","yes","dFwBXQOWUkBhxbzxZbpnXvp","male","age41_45","yes","male_14_17","father mother adult_male adult_female male_14_17 female_14_17 female_13",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"yes","yes",23,22,20,17,21,22,20,19,23,20,18,19,23,18,19,19,323,119,82,64,61,125,207,"yes","no",21,19,24,21,21,"no","no","no","no","no","no","bakool","rab_dhuure","d","QgrYEGYCrVOOPXJCuiGhEmegrAakWEKQwbuUOljNa","eritrea","pVxWUKkeoVvWKQgoYv","nairobi","CEZnICFaEKeKQffKKweLgogfXbLrF QSbJMHBwCONwaqEHyR","other","UclAIDczauznEne","no","no","FnXdpgLvnJzWqOkUAKbQEXMKFvN zAowtlVUkCo sfbEiTRUBRGLLqExHMRnNaDMLbCyOdJpkab","2019-06-04T13:13:05+0300","2019-06-04T11:03:21+0300",NA,NA,20,"lack_job","livestock_disease","educ_ser","none","elsewhere_somalia","more_six_months","awdal","baki","a","di kAdHtZqlrYVWLocMv nYbuwMpBGvdKmUhROIKwafxuUUzWewA WOlSwwOpnUKKhRYsli","no",26,20,19,19,22,18,"other","VUvaphwzCLsPkgAUGDRloFOxSDShMBiLluvBLygDIvRoXrw KHVOOpRuKMwwFQYXWGommzQExcNGlDPdFCj",20,19,22,20,20,20,21,23,41,43,84,41,19,20,23,19,42,39,81,44,"some","above180","yes","fees","no_school","curriculum","cGQFVvpkHvtOBRAeNQqknFcAzBisSCvtAwoGBPDWHRHy qmOXsxkXRfvAdaEnOhtChSVFaNYXffcnnEKcSpdETpy","no_reply","oSGZfjCqWqmawNCjMGQzHjRgLjZDBEkxSfBScvBzuAUPutoqNVwvtnlKdVKwMtjfWDMKcgWqjGRhfpDwjqttxeDg","19d78ac3-a846-4d404f-92919a-5e4dbc369f7a"
"124","2019-06-04T12:49:10+0300","2019-06-04T12:39:03+0300","deviceID00000009","yes","bakool","ceel_barde","f","SwrRHEwbnElzZhWchqxgC mEaesAKYqTLUX","no","CvqOONwytQkfpQSMVmaQzJUfpVZZeRzQAFqmnbTSEnzJfwFntyTWRiCqks xiqLxAbpZfFLXJgJFtGOZbNxZCyXEu MFo","male","age81_85","yes","female_13","father mother adult_male adult_female male_14_17",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"no","no",21,21,22,17,21,17,19,23,22,23,18,20,23,17,22,19,325,119,81,62,63,125,206,"yes","yes",23,16,19,22,21,"no","no","yes","yes","yes","no","awdal","baki","k","FM NTfbCtRCYDTjNmHIPUhijIiazwQFOdolXcwhQJJxbJDSdvNzGOUMYuFltZODTnjKrZriJRwbL Jq yWHhkR","ethiopia","mqXYoGWEsSGHxVWGWnWOKXykrlcJYDpbFAbciUOeGmtNOqgKem LjJjBEFXB","jijiga","YrwzQaBjOjvBq klBlAYAsFYRGmtoszLoTBdcYLUf","buramino"," mApJMhcHbsMRQOSIYrOQlvWEYtninViDZXAUlseUMhyASPTZsIHDgX nGXAPiTPxOZBvyFY","yes","yes","QFzGlaoXJIKzOXzQWX dCYWyUktefHLiMISYexTFrojsQxAOinFzWXhV","2019-06-04T12:29:00+0300","2019-06-04T13:06:51+0300",NA,NA,19,"conflict_community","livestock_disease","shelter","work_income","yes","next_six_months","awdal","borama","a","qcSX G e sgfzpueTZrINcThbVWiiYwvfJHqhwLgvumlDmhyhbbUOilEykUzj wBWTgh","yes",23,19,24,19,21,22,"other","GLwLJnLOtRhJYLmuEKObSCaLgTBUbgLZuEOsfkqxGxfFkSVKBWyv l FiVNIGOliSNEbUrmWRJmUoIs",20,20,20,19,16,20,22,23,38,43,81,44,20,18,22,19,42,37,79,46,"some","16_30","no","cannot_go","not_safe","other","CUKUjZOsyKAAWMuyBMTLQboRQJWqzJIHfINrWhmOTUapqnIepPkGvyNNuvmDN","direct","gisTwXSLuaFxMeUpFlrswSZvCCEpggVeyMQUJJUQufpZKsdweEnanED DxrXc ctmUriMdUxxnzyZDCHUlM","1fa76b29-01f9-46454a-9f909a-04bf63e81597"
"125","2019-06-04T12:13:12+0300","2019-06-04T12:53:09+0300","deviceID00000004","yes","awdal","ceel_barde","l","CLcdlmGnwIuuvyFnBj vhcUdebrQfAhTFczsPcOcVAPGhGUOyIRajelib","yes","OtyRXacypniaeLwyPNwnQOkJWlGsYR BrLmoc XHPwvQmONbYNCsmJEadtNzOBn ZqrGJnluaj","female","age86_90","no","mother","mother adult_male male_14_17 female_14_17",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","no",21,18,21,23,19,22,18,20,23,19,18,20,18,19,21,18,318,123,83,60,61,121,204,"yes","yes",18,20,22,21,17,"yes","no","yes","yes","no","no","bakool","ceel_barde","l","AvHxMHbAyFzGAsIZUYkAR FedUKQwgBtcqExxIHUQuxZH","eritrea","mnUMLQbENJQTEyioJkcYdNaxCinPbayPrDPcbhjbJJysQR RrUmzwLdeJvyqbVpOQd","dollo_ado","tfKnGrahvRUznmacKpZDxccZAYXVrdZLHPmpMCbYNQaMuqOCPpBfRcpikeRjsDW ouePmrEvYaIeKpzHjKaymMDxlJYkKcPqV","ifo_2","NNtqQXeJQqtazWasTcIDiEZKQucUfAqiodhjLS ZQpeRzXhaiaCKsSWIJLk","yes","no","TWFTNirrxwwXHBsvwdncwYuuleAOqmPVlIspa","2019-06-04T11:49:48+0300","2019-06-04T11:58:08+0300",NA,NA,19,"drought","pressure_authorities","educ_ser","family","yes","next_month","bakool","borama","a","ytpFaVgkNkzwJISJsOvUTYwqDqFqF uSgFLPrZsvrIsXKbiKshKMvskOXonL DgE","yes",18,17,21,18,20,17,"drought","QssOqcKE",23,19,15,18,21,17,20,22,41,39,80,41,20,19,26,17,46,36,82,39,"some","above180","no","lack_teachers","overcrowded","no_school","otrBvwODGlHidMW","cash","UsxicOpREfiAvMyTx KcTamgvMCDdMLfgJxVnqxADQUbnJbOdBHyjCYqpGrywMBmeZ","8925b364-718a-4f4a43-929793-e57fd1a94c2b"
"126","2019-06-04T11:31:59+0300","2019-06-04T11:05:40+0300","deviceID00000001","yes","awdal","baki","b","vAhjQNnheEHwPFcDyIvdFafJsrSXWhXnPlIlHpZiuuZzN ozEGk zIWVocxuPMRgQVZv GIL","no","uzObDyvsYbyjxGvzAGDyhPCwrsuifCKhYOV","female","age36_40","yes","adult_male","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no","yes",21,19,18,20,22,19,20,22,19,19,20,22,21,19,18,19,318,121,78,61,60,121,199,"no","no",20,23,19,24,23,"no","no","yes","no","yes","no","bakool","borama","f","AcrtsLRNQ","djibouti","zZGXqs xTtdDabOYKiVqYJnRkyuyKkcGZFDsOmsPmZrrpWV MDcx oTWaCy UUVZFWuzkvQeOSHAFQ","kakuma","ElWmVJBoJNsCcUKIIXzuElzOmcfKFORnxpY","ifo_2","ViRgFJOmELsoHjZllwQDZKNjkJHVrJsuvRXIYEzMOzhkzjBnqcLDvwtphzpiMSgrRqrKE","no","no","XIcyJgyCMmYJsYGEBtYoTvuvBIbltvHiMnsNffpyOaPj tzgRoxzONGrEnyOfYEjrgchIfvRVLLitRxAsjwu","2019-06-04T11:49:31+0300","2019-06-04T11:25:26+0300",NA,NA,24,"conflict_surrounding","withdrawal_ags","none","health_ser","elsewhere_city","next_six_months","bakool","borama","f","moUjjtFEYRSaIjTweZdBwXQzGMRZMxyHACDzgplTiQmZFIPeVBVWQ","no",18,17,23,20,18,18,"drought","kWezfaJiMT DpomeeDZRa nzxJ",22,24,19,19,18,18,18,16,36,34,70,51,23,19,20,19,43,38,81,40,"some","31_60","no","not_functioning","cannot_go","other","uFIXOZizIIngIuBOvkRQweDGZChZApNahv","dont_want_support","jybKwIziHumPzOLkoIspmRuVUDJELRJRAndXxSs","2e8b4361-e3cb-46484e-b6b7b9-d6f7e9abc420"
"127","2019-06-04T12:04:29+0300","2019-06-04T13:00:15+0300","deviceID00000001","yes","awdal","baki","i","kWVfrHSBURuHMRAdiWHegWaEMCbyPKXVh RmqWrhkPWQUccDwK","yes","keTLfklvEXWRwaZfbbAzJhYNXtdFMtsNBunJOJINFcqu wbFffouk qunTTKmg","male","age96_100","no","father","father mother female_13",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"no","yes",17,21,21,16,17,14,22,21,20,20,16,18,19,16,21,21,300,111,75,59,55,114,189,"no","no",21,19,20,22,20,"yes","yes","yes","no","no","no","awdal","ceel_barde","b","moNUTCtssOSDbWXaNfPUSygbRhZIRaAnwUAPlfEh kLmvIW QUOjFWsvRWMtzmLcVDpalHcs","uganda","PWBNxQbFMPrGkLHfCNGyLSwnDwpcbzpPewAIHSsPmyKcnOlHuod","other","ZDyEguJWcdPEKWHoOykbiE tQVCvuBgzEUGQAQSsugaolXldJfyPuzSHDUnUfNXWQhoxuNxoXF","other","xeXnJFzGaDcleJObSwhCMWbMyCAjNHVodVkAmUEjfCvSQPYOzjUoIbmymhCXogRQubvtViweZVLzoWDptSYQSBVh mqn","no","no","XXZyxNkHkezLOUGPIUgCxsDJovogrUWbVdCVFXMJNWPTIEwnaTuJrvHJibpQwHXvnlnsjLvHwWIGtixsMMsdUWeSUocvIqUpam","2019-06-04T11:41:58+0300","2019-06-04T10:32:13+0300",NA,NA,20,"lack_water","threats","local_food","shelter","elsewhere_country","next_six_months","bakool","borama","e","UCiGvUki OItAC YNXQDnoFEjKnHhz vfeYfYXShY","no",20,22,18,21,19,23,"flood","VFVAQSeEqrunonVGbtLKetxnVwHaICjZCkKW YsAlFK",22,17,21,19,22,20,19,20,41,40,81,33,19,20,22,23,41,43,84,30,"all","under15","yes","registration","not_functioning","chores","wNMRA BdfIsYfmaSEMaprSFcdOryOsFiCxQKLBIYTzbtYLHuILRNINedInCzXratzVEgiDnNrSDmLl","cash","JudEfmudnEIozALYMBwMVtVjoBUOZNp","d56e49f8-7ca1-484340-9d9e9a-fbd146c52730"
"128","2019-06-04T11:39:03+0300","2019-06-04T12:37:18+0300","deviceID00000006","yes","bakool","ceel_barde","d","zglVxvkxGkyFCigFgznXKKCPEHchnKfUplipOpLtHoceJgzqIiECCkktEdtKjzwIlFTBgfaSBxS","no","QkKyrnI","female","age81_85","yes","female_13","father adult_male adult_female female_14_17 female_13",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"no","yes",20,19,21,22,18,22,19,23,23,18,19,20,18,22,18,22,324,125,82,60,63,123,205,"no","no",22,16,20,18,21,"yes","no","no","no","yes","no","bakool","ceel_barde","k","UWBRyAlZVjnknKFyEDVwYwslwsHBIUyHgwMRpPkx","djibouti","b","dadaab","JgFImqBNvyYvjY wWsJMvpYTIdcTfliKNVBwcDIMBJISOiOVgVOAoRMZZcCkuHOIIslOxmXlamasQshtehTJm","ifo","CWWGpjhGJhxDvdrqlqrAuLPNsvf pcjFtsuZASH ipXxQYPsuRFBhtLTThNETDYOKfpFyGNptuFX","yes","no","SSKUCGShR RXtquOAoHTVUsgEygirVXwMzwOxItDbiofSJlcT","2019-06-04T13:13:46+0300","2019-06-04T11:05:41+0300",NA,NA,22,"pressure_hc","lack_edu","educ_ser","protection","yes","next_week","bakool","borama","g","ZeC tsylAmKXiSnfvThpaJLzmQVvlzEzMRhrdrNdfEEDAkujxLlooFksiNrbutAESYAMlNv TpYKtCLwVRhyLSqCmbCQ ","yes",23,20,20,19,19,19,"other","weKUQXpPRfpVbeawzBsAaItJnkyqoQuzfzuVBXzdcRDrNsDZLoGanYRxK",17,21,16,15,19,21,20,18,39,39,78,45,21,23,19,22,40,45,85,38,"none","under15","yes","not_functioning","other","registration","MmYUWOHWEYhErBEPRfrOuaKUSbMxHhzPSwLEckWJuermGJgHmOXBLXhaErCzoUnQFsZb G","direct","jlXayNuRWFhFQ UQdOcNdRxAtZLblPMBpikBCZVpSgCODjVAEzrPteVgrO","4c5f16e9-9f71-414344-b0bdb2-5e2d3c07f48b"
"129","2019-06-04T10:32:39+0300","2019-06-04T12:48:37+0300","deviceID00000002","no","awdal","baki","d","dAJwyLsXinYdpxLYXJnZqRfn bFA EefOVXjWoTBFB ZUOdETmYnFxtDfhfKklHQJGWCTDjtJbi","no","tQC QRXhCgSqCzlfb Bvd QMpWZnORjTaeVAkLIAfpzKywqmmwYbLVTeEYoWzGTVYsmttuZkmEBtTHXm","male","age100+","no","male_14_17","father adult_female male_14_17 female_13",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"no","yes",22,21,21,18,19,19,17,18,18,24,20,22,17,19,18,21,314,112,82,54,61,115,197,"no","yes",19,17,17,21,22,"yes","yes","no","no","yes","yes","bakool","rab_dhuure","k","hiuNsprPl","yemen","ERaGrTraBdTGBdfBnpGvzP","kakuma","ICDIRVvFKVBIEzWQyWkJqyrPtD","other","YerFFgYKLAPhJQnov iqYNfjSWzcqQvPtLCPvlkoJvSnvJcvHz VWICNSYryXuUsdLbiQmPnxPUGkSttbYqYTcENJVamlU  P","yes","yes","MHvgzAScnFJlVJEXNJeMIMGvgUrvTWawgHXpprD","2019-06-04T10:58:01+0300","2019-06-04T13:09:22+0300",NA,NA,23,"lack_job","threats","shelter","protection","elsewhere_somalia","next_month","bakool","rab_dhuure","l","zpEiKhvgphHemxwSSaVeWBVjZCJRFkqorLphCWGyeXunh","yes",21,19,20,22,18,21,"flood","LgkaTCqwUkRTnQgilkmSvxvHEWkUSIwcJiOaeHepbZvlBfAx",21,22,20,21,22,17,20,21,42,38,80,35,21,18,20,19,41,37,78,37,"none","91_120","yes","fees","cannot_go","other","VgpqSmPAFqAq SkyluJj oPHvsCxyPuPtWL fQSPn KfXhntx xGXlxRofqWgcv","other","SrwkSucyyEJEkoBg SltjowTLdYCRXKTGOAManVYItMZRHnYUtDTCZsbTwTxiydLeFyLCHNLpgtUZBdeZXYQxtXPwB","5e072c19-dbc2-4c464b-a1ada5-efc7620bad95"
"130","2019-06-04T12:55:57+0300","2019-06-04T11:32:46+0300","deviceID00000000","yes","bakool","baki","f","YPHolrIrbvWwJJVulXKuhtOnvPjxniINrOcFYRHyRbvRT LWdPogLgMzfmfsp","yes","OKhWnXvFQAAOrfgQmZEuObNoNAMQCHTLGEJaAKsNrnesZFlJxAqGyvuKTiHutZqjRfmsjvAi UCLZ wAizuwJrMeJONXno","male","age26_30","no","female_13","father adult_male male_14_17",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"no","yes",16,17,19,12,22,20,18,22,21,17,18,19,22,19,21,20,303,113,64,61,59,120,184,"yes","no",19,17,21,22,21,"yes","yes","yes","no","yes","yes","awdal","ceel_barde","k","DPvSOOmQULGvpjlETaqkrLPrpImHCVEWffUG YLR PhJYecgrkjdoptiSMwXJz","ethiopia","ICfwrfvOo","other","y mMmnhqeBvFbhClnPZGnsumGYaCJDBoQpBRpRGZNHkbYrfYVIsFgJVNH","ifo_2","nKjnKvDAFRSlMluUhPydMkMMjNTdE","yes","no","c","2019-06-04T11:45:20+0300","2019-06-04T12:16:17+0300",NA,NA,17,"lack_edu","drought","no_conflict","family","elsewhere_country","next_week","awdal","baki","k"," OQlrckXQayXw","no",22,20,22,21,22,22,"conflict","mtzBwtMjEuMwvzjR OOUaVeXzBsVqjjwVJR ndfVNtyd",17,20,18,19,21,21,20,20,41,41,82,38,20,21,20,18,40,39,79,41,"none","31_60","no","fees","not_functioning","overcrowded","Lj yRQluapNtrVhOPOuWcsyHmytYmIJZLsS","no_reply","ZTChvkZ yjVMmwyUvSgyRLxrrgBHyZaqX","540e281d-813b-444147-888f8d-f90d57462b1a"
"131","2019-06-04T12:05:15+0300","2019-06-04T12:39:17+0300","deviceID00000007","no","awdal","ceel_barde","a","DrKSeTjUHIDhwXBhoxkr ","no","hzdLbrFXEGKIGt tpxlbb OAABwrzAmPOO","female","age96_100","no","male_13","adult_female female_14_17 female_13",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"no","yes",16,19,21,18,20,23,18,22,19,22,22,20,22,18,20,20,320,122,74,57,67,124,198,"no","yes",19,20,18,19,18,"yes","no","yes","yes","no","yes","awdal","borama","g","USTkatelBeDyapxkeHAmmY","djibouti","kFDEc qWGHqjGUkgulhnHXiNYlYDdmJOQWgKCXGPKZFEqpzBrfeiYopbetpdKhboHoRflfoyyknJrY","other","GadnxUqfHZEvnZQCQ","kebribeyah","bFVSdQYQtBLCuggfowYHVHrYWEUfBmLfLPzgBVwX gqhmBu ZzfkUXJbDVAayQoIfCnFmMqWcxttJTMHqXunbvlhBe","no","no","hYpcdLImZBgEnNlNCrRlJQK JfftqJxEMzhkwPN","2019-06-04T12:47:38+0300","2019-06-04T12:54:43+0300",NA,NA,20,"lack_job","conflict_fear","health_ser","dontknow","elsewhere_country","next_six_months","bakool","ceel_barde","b","QhtZSp","no",19,20,24,21,24,20,"drought","D",18,19,23,18,20,21,21,20,41,41,82,42,21,21,17,16,38,37,75,49,"all","above180","yes","curriculum","cannot_go","fees","oVTFXCLpxzQQE BKfjbbrOYXAsocCYfWFGEIGifgamahxLCJxspRwGcNAmA uTwLkDRXCcjsNJoYLK NbEhXKLy","cash","dbsG HOERwnOsGOm bHWGDwysOGXlGZBxbxDvNEJHOnCgwnSMvIfyFeXbEYymuloXaSjBXoepkwNZeIqQZtzLckJhUgTOpxCte","ec15b29a-09ca-45434b-b8bdba-fb0d7c48526e"
"132","2019-06-04T12:55:52+0300","2019-06-04T11:05:27+0300","deviceID00000001","no","bakool","baki","b","wShYOFKHCHsmtfQRouAxHlXDelLwSxCGQEVtEDWPjsYgkoiIVswxTHObJfGbKqQtg","yes","cZqIiaJJASdCYEqgHlYgENKWNmWUxqsaGBAYasPw CqBNXMZb iFk","female","age36_40","yes","female_14_17","father female_14_17 male_13",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"no","no",19,19,22,22,17,20,22,20,24,21,19,21,21,21,21,21,330,123,82,63,61,124,206,"yes","no",21,25,22,20,19,"yes","yes","no","no","no","no","awdal","ceel_barde","j","IICZqnvs ASMZVXQqDEaMRiSsgceYyyayJykPANetEGso sAO","egypt","ORMQiHDwTqD BJkvOdKvvcMHAGAFmFYQCwxmsubTCZqwoZSILEGJPgL","kakuma","AnzccLy jYaXPkjVcxlXCsYROZEUUNEkAEIfgOEGSCrIsVljGvAenycvOufGmPYAkiiiliLeWHXTlyKeVREwYit","sheder","eLkXGXrSRgBQYpNvOfKoFbwgWRXoOgMnda","no","yes","dl","2019-06-04T11:48:53+0300","2019-06-04T11:01:58+0300",NA,NA,21,"lack_water","livestock_disease","water","dontknow","elsewhere_country","next_six_months","bakool","baki","g","hrTtQ","yes",22,22,24,22,23,21,"flood","KmxlOIXrqOwlMQAkfJUACmoHeSxXjMDQPQDKOSdKVmOBRxvkcoCkAy",23,21,20,22,19,20,20,20,39,40,79,45,20,19,20,23,40,42,82,42,"none","121_180","yes","no_school","lack_teachers","parents","AoghWBHjdeRXwGCdAdnqlxsGcsmekhOCfHgkhCXieAxRwFNbbxFdiIQFAiwrbhUzhzLcNNqnx yV HBzKegpKRKbTVsiUAvSsd","other","DmvieXEzRvUcfJQRblZtzoPHIMwYpiQuLg Dlm Bz","c9f245db-aefd-424c48-8b8c86-42e798bac106"
"133","2019-06-04T11:55:27+0300","2019-06-04T12:44:16+0300","deviceID00000004","no","bakool","borama","l","sHlhWBSLtPaCereRXRceqUUpNeSjTYAu QBuKSLndEvfRDOVNqZuDyDLseer SpZm","yes","uHdTBLoyJhUWjqiOmKLxCRxDPQu XcYOIsDHdeuXXrDwSExSbxkn sKgK XRsYASMorCIMnklcwipBVMTfhDYyZTJQmQi","female","age76_80","yes","adult_female","mother adult_female female_13",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"yes","yes",21,23,21,21,19,19,20,19,20,17,20,21,21,19,22,21,324,119,86,59,55,114,200,"yes","yes",19,21,23,17,22,"no","no","no","no","no","yes","bakool","ceel_barde","j","YkduT","yemen","XJwxZNCRmFtUPBIstXIEAXZKuSgHGypktcTJUX","addis_ababa","m pldxgLEDblSwEdjOG ohZkQJWh RtTzFKMNzUqSmgIgPKZAxgZPOTwdzGMaOuLRGTSjVQlSO","buramino","jBv","yes","no","cUUTfCYMmUlAluKbzTFyHVqMhMwaTMtTDXzwlZlOFyOioDQGIOGr","2019-06-04T12:30:03+0300","2019-06-04T10:58:14+0300",NA,NA,23,"eviction","livestock_disease","water","local_food","elsewhere_city","next_six_months","awdal","rab_dhuure","i","driNyAsTkVkcgPybwmKKHrDFdnBAAWfdNvSKbyfKgCQJBOazUyclAJHizw REqWltWV","yes",22,19,18,24,21,20,"flood","mGsUaOGBHgVccVzSW",22,22,22,23,24,18,25,18,49,36,85,29,20,19,17,20,37,39,76,38,"none","31_60","no","no_school","parents","parents","jbRqoHFbrTdtbDDGUJkqRGEufcfrKUvAdwufarTmjUjZJJpcWgmjFZ","cash","nWLfoTv","b93dfa67-7b2c-464147-aaaca5-a48612c0e37f"
"134","2019-06-04T12:37:25+0300","2019-06-04T12:39:51+0300","deviceID00000003","no","awdal","baki","c","eDoFH cTZoslZxDHTMdJe AluYoqLTxQtBaQHYc waAQbOSYEYpEz","no","IRGcGqKwzBSAhQOWjmpuMqqGOFYiplAkxAcKxknLjSvQlIsphIRCbNnwftLBpJECSkchWUspZzddu","male","age51_55","yes","adult_male","father mother adult_female male_14_17 female_14_17 male_13 female_13",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"no","yes",22,21,21,25,20,22,20,20,17,18,21,18,19,21,19,18,322,128,89,57,60,117,206,"no","yes",20,19,18,21,19,"yes","no","yes","no","yes","yes","bakool","baki","k","gjqjhAOuFYbNRrnYMgEsMZfeClwybrgsSKBuZxqlTgbbkFfKQUUiDeBVnIFROroOdSsVOvpypLP","djibouti","bFKyWCcvyxWVHkXKTPBxNEGDtdGCJWWqnnffJyNcjiIlVrcWwFAD","other","XvQpBBGwiyRXTZxlYqvmjLcfxKKlViWihivvvjNzvbyMSTkwYmeKxhlgzRQOPNzITOyHFtxqDU","dagahaley","PDmSKQmsBJjKfkozJVOhqlTrNXjnJUYjWthloKgYiauGLbmbJdWmhQZjgCWTccMflfxGPmNYcKeAUgNkgBoNiyahvuF","yes","yes","hVAZPfTFrptAtHNltKRHWKuyzKJMIOXFmgaBPBNejWTZuzWqCUeFAsduGBEbLZRlOHVuOGUMpdPPehtnv zzm","2019-06-04T12:43:05+0300","2019-06-04T11:49:09+0300",NA,NA,20,"lack_water","conflict_fear","educ_ser","family","yes","next_six_months","bakool","baki","c","WJDIscQIsJAWKJnykIxOBBXo","yes",21,19,20,21,23,18,"drought","RCpbZMvtqMvXOBMZXKUEGaUbgpImwEnGCSGqDYzEuretuxutoStm",20,20,18,20,16,18,19,21,35,39,74,43,19,22,18,21,37,43,80,37,"some","60_90","yes","parents","fees","chores","vbhvYVMeKcevzdDpS","cash","iskITvWNNWyvPKeaFPWbnLEWRKTBMRKjYZLQtVstUDAcbRpridiUzqqiBLuwJJwelYzT","3b65c918-3b95-42474c-9a979d-32796d1c8a54"
"135","2019-06-04T11:46:01+0300","2019-06-04T13:10:58+0300","deviceID00000009","yes","awdal","ceel_barde","i","TQzoUFbUNOVKDcQmZDhhcXefWfXubWtmFwdqvXdS XU LgUvpopGrXqPdxRdMuYHaYa","yes","dKIMjMDbeeneGBfDvBADdHGdgBWHvF sIgiWrZz","female","age91_95","no","female_14_17","father adult_female female_14_17 male_13",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"no","yes",21,22,22,20,20,21,21,21,16,20,21,19,17,17,19,20,317,125,85,57,62,119,204,"no","yes",23,20,21,22,24,"no","yes","no","yes","no","yes","awdal","baki","j","CQRgKEqKhYsRYPtu","ethiopia","wVxeBVqeCnoseSOQQZiaAosyKXGmsHLKrBQvWdOqwaVhSl WAHNtSDubSCJYmjRwlkHsueCBkjaMRWihqtNcvS","kakuma","twVE rNiwusRn JIacCQbnLukRURGtHEwujjvbyHfZtHJa","buramino","IPfSfbSAqbxOvCOAbSuQENyFZUyJEDFobGlLitVktbvWRnzJoRedfzBwBdGFvtlsywulywlxNpdWyKzmJwoRxrEO iln","yes","no","OeMlplxOVwTBJfBgJBWeoyUevsZzawTNqJiuH","2019-06-04T10:54:12+0300","2019-06-04T13:11:57+0300",NA,NA,22,"eviction","arrival_ags","dontknow","none","return_refugee","next_three_months","awdal","baki","j","fDpbLzEUuxFsaBEbFBcPBETKo","yes",20,19,21,21,22,15,"other","yOLAvmiaLPyUrEewBOFrpGKRVPLse",24,20,18,19,20,16,20,20,40,36,76,43,21,22,18,21,39,43,82,37,"none","91_120","yes","parents","cannot_go","other","MPSXLMEgOPkenBfDOfalXPefQFvnaT HgwPDjALQiyFPoxl qjeeXqvCDLgnOVQubiDInCeGoMfASEUtxMBYTRezRLWI","dnk","IZcfsWgqrHgKrZjMcAmHtIsTFpbkitmCTgwHeXYtGZBLOcrguzrJvyxYW myEaKTtgaMnioYirDYfPSRsqH dCjX faXlF","542b89ae-f52a-454d43-81888c-52a8cf390d14"
